id_cadeia;nucleo;qtd_municipios;qtd_sedes;tem_sede;utp_dominante;coesao_utp_perc;utps_envolvidas;diagnostico_geral
NUCLEO_504;Sonora, Itiquira;4;1;Sim;289;50.0;289, 486;Cadeia Mista (Dominante: UTP 289)
NUCLEO_505;Água Boa, Canarana;4;1;Sim;784;100.0;784;Cadeia Coesa (100% interna)
NUCLEO_506;Alta Floresta, Carlinda;3;1;Sim;374;100.0;374;Cadeia Coesa (100% interna)
NUCLEO_507;Alto Araguaia, Santa Rita do Araguaia;4;1;Sim;9;100.0;9;Cadeia Coesa (100% interna)
NUCLEO_508;Arenápolis, Nortelândia;6;1;Sim;30;83.3;30, 729;Cadeia Mista (Dominante: UTP 30)
NUCLEO_509;Barra do Garças, Aragarças;6;1;Sim;37;100.0;37;Cadeia Coesa (100% interna)
NUCLEO_51;Pindorama do Tocantins, Ponte Alta do Tocantins;2;0;Não;499;100.0;499;Cadeia Coesa (100% interna)
NUCLEO_510;Bom Jesus do Araguaia, Serra Nova Dourada;2;0;Não;695;100.0;695;Cadeia Coesa (100% interna)
NUCLEO_511;Campos de Júlio, Sapezal;2;0;Não;759;100.0;759;Cadeia Coesa (100% interna)
NUCLEO_512;Castanheira, Juína;2;1;Sim;561;100.0;561;Cadeia Coesa (100% interna)
NUCLEO_513;Colíder, Nova Canaã do Norte;2;1;Sim;474;100.0;474;Cadeia Coesa (100% interna)
NUCLEO_514;Confresa, Porto Alegre do Norte;2;1;Sim;782;100.0;782;Cadeia Coesa (100% interna)
NUCLEO_515;Cotriguaçu, Juruena;2;1;Sim;564;100.0;564;Cadeia Coesa (100% interna)
NUCLEO_516;Cuiabá, Várzea Grande;8;1;Sim;98;100.0;98;Cadeia Coesa (100% interna)
NUCLEO_517;Matupá, Peixoto de Azevedo;8;1;Sim;585;75.0;324, 474, 585;Cadeia Mista (Dominante: UTP 585)
NUCLEO_518;Nova Lacerda, Pontes e Lacerda;7;1;Sim;647;100.0;647;Cadeia Coesa (100% interna)
NUCLEO_519;Nova Olímpia, Tangará da Serra;4;1;Sim;729;100.0;729;Cadeia Coesa (100% interna)
NUCLEO_52;Porto Nacional, Palmas;14;1;Sim;231;100.0;231;Cadeia Coesa (100% interna)
NUCLEO_520;Novo Horizonte do Norte, Porto dos Gaúchos;3;0;Não;651;100.0;651;Cadeia Coesa (100% interna)
NUCLEO_521;Pedra Preta, Rondonópolis;9;2;Sim;289;88.9;174, 289;Cadeia Mista (Dominante: UTP 289)
NUCLEO_522;Rio Branco, Salto do Céu;4;0;Não;428;100.0;428;Cadeia Coesa (100% interna)
NUCLEO_523;Sinop, Sorriso;9;3;Sim;725;55.6;324, 572, 725;Cadeia Crítica (Núcleo Cross-UTP: 324, 725)
NUCLEO_524;Alto Paraíso de Goiás, Cavalcante;2;1;Sim;378;100.0;378;Cadeia Coesa (100% interna)
NUCLEO_525;Amaralina, Porangatu;10;2;Sim;648;80.0;588, 648;Cadeia Mista (Dominante: UTP 648)
NUCLEO_526;Aparecida de Goiânia, Goiânia;19;1;Sim;117;100.0;117;Cadeia Coesa (100% interna)
NUCLEO_527;Barro Alto, Goianésia;4;1;Sim;116;100.0;116;Cadeia Coesa (100% interna)
NUCLEO_528;Bom Jardim de Goiás, Piranhas;6;2;Sim;537;66.7;341, 37, 537;Cadeia Mista (Dominante: UTP 537)
NUCLEO_529;Campinorte, Uruaçu;8;1;Sim;746;87.5;746, 86;Cadeia Mista (Dominante: UTP 746)
NUCLEO_53;Água Doce do Maranhão, Tutóia;3;1;Sim;239;100.0;239;Cadeia Coesa (100% interna)
NUCLEO_530;Campos Verdes, Crixás;6;1;Sim;489;100.0;489;Cadeia Coesa (100% interna)
NUCLEO_531;Catalão, Ouvidor;9;1;Sim;81;88.9;62, 81;Cadeia Mista (Dominante: UTP 81)
NUCLEO_532;Damianópolis, Mambaí;4;0;Não;654;100.0;654;Cadeia Coesa (100% interna)
NUCLEO_533;Faina, Mozarlândia;5;2;Sim;398;60.0;398, 601, 710;Cadeia Crítica (Núcleo Cross-UTP: 710, 601)
NUCLEO_534;Divinópolis de Goiás, São Domingos;2;1;Sim;694;100.0;694;Cadeia Coesa (100% interna)
NUCLEO_535;Iaciara, Posse;5;1;Sim;654;100.0;654;Cadeia Coesa (100% interna)
NUCLEO_536;Itaberaí, Itauçu;3;1;Sim;710;100.0;710;Cadeia Coesa (100% interna)
NUCLEO_537;Montividiu, Rio Verde;21;5;Sim;287;47.6;129, 277, 287, 537, 555, 590, 710;Cadeia Mista (Dominante: UTP 287)
NUCLEO_538;Mundo Novo, Nova Crixás;2;0;Não;713;100.0;713;Cadeia Coesa (100% interna)
NUCLEO_539;Nova Glória, Rialma;13;1;Sim;86;92.3;601, 86;Cadeia Mista (Dominante: UTP 86)
NUCLEO_54;Altamira do Maranhão, Vitorino Freire;3;0;Não;32;66.7;32, 681;Cadeia Mista (Dominante: UTP 32)
NUCLEO_540;Orizona, Pires do Rio;3;1;Sim;642;100.0;642;Cadeia Coesa (100% interna)
NUCLEO_541;Silvânia, Vianópolis;3;0;Não;642;100.0;642;Cadeia Coesa (100% interna)
NUCLEO_55;Alto Alegre do Maranhão, Bacabal;16;2;Sim;32;81.2;32, 745, 91;Cadeia Mista (Dominante: UTP 32)
NUCLEO_56;Alto Parnaíba, Tasso Fragoso;3;1;Sim;10;100.0;10;Cadeia Coesa (100% interna)
NUCLEO_57;Bacabeira, Rosário;4;0;Não;314;100.0;314;Cadeia Coesa (100% interna)
NUCLEO_58;Balsas, São Raimundo das Mangabeiras;4;1;Sim;400;100.0;400;Cadeia Coesa (100% interna)
NUCLEO_59;Benedito Leite, Uruçuí;6;1;Sim;355;100.0;355;Cadeia Coesa (100% interna)
NUCLEO_6;Theobroma, Vale do Anari;3;0;Não;182;100.0;182;Cadeia Coesa (100% interna)
NUCLEO_60;Carutapera, Junco do Maranhão;8;1;Sim;456;100.0;456;Cadeia Coesa (100% interna)
NUCLEO_61;Fortaleza dos Nogueiras, São Pedro dos Crentes;3;1;Sim;511;100.0;511;Cadeia Coesa (100% interna)
NUCLEO_62;Imperatriz, João Lisboa;12;1;Sim;128;100.0;128;Cadeia Coesa (100% interna)
NUCLEO_63;Nina Rodrigues, Vargem Grande;10;2;Sim;745;60.0;419, 745;Cadeia Mista (Dominante: UTP 745)
NUCLEO_64;Pastos Bons, São João dos Patos;8;2;Sim;705;37.5;109, 355, 475, 705;Cadeia Mista (Dominante: UTP 705)
NUCLEO_65;Pindaré-Mirim, Santa Inês;14;2;Sim;681;71.4;681, 765;Cadeia Mista (Dominante: UTP 681)
NUCLEO_66;Presidente Dutra, Tuntum;14;2;Sim;657;92.9;475, 657;Cadeia Mista (Dominante: UTP 657)
NUCLEO_67;São José de Ribamar, São Luís;9;1;Sim;314;88.9;295, 314;Cadeia Mista (Dominante: UTP 314)
NUCLEO_68;São Pedro da Água Branca, Vila Nova dos Martírios;2;0;Não;128;100.0;128;Cadeia Coesa (100% interna)
NUCLEO_69;São Raimundo do Doca Bezerra, São Roberto;2;0;Não;405;100.0;405;Cadeia Coesa (100% interna)
NUCLEO_7;Assis Brasil, Brasiléia;2;1;Sim;137;100.0;137;Cadeia Coesa (100% interna)
NUCLEO_70;Viana, Vitória do Mearim;10;0;Não;295;90.0;295, 681;Cadeia Crítica (Núcleo Cross-UTP: 295, 681)
NUCLEO_71;Amarante, Regeneração;3;0;Não;15;66.7;109, 15;Cadeia Mista (Dominante: UTP 15)
NUCLEO_72;Anísio de Abreu, Jurema;5;0;Não;716;100.0;716;Cadeia Coesa (100% interna)
NUCLEO_73;Bela Vista do Piauí, São João do Piauí;5;1;Sim;703;100.0;703;Cadeia Coesa (100% interna)
NUCLEO_74;Belém do Piauí, Padre Marcos;3;0;Não;255;100.0;255;Cadeia Coesa (100% interna)
NUCLEO_75;Bertolínia, Manoel Emídio;4;0;Não;355;50.0;355, 412, 448;Cadeia Mista (Dominante: UTP 355)
NUCLEO_76;Boa Hora, Boqueirão do Piauí;2;0;Não;439;100.0;439;Cadeia Coesa (100% interna)
NUCLEO_77;Bom Jesus, Currais;6;1;Sim;412;100.0;412;Cadeia Coesa (100% interna)
NUCLEO_78;Brejo do Piauí, Canto do Buriti;8;1;Sim;448;100.0;448;Cadeia Coesa (100% interna)
NUCLEO_79;Caridade do Piauí, Paulistana;7;1;Sim;255;57.1;255, 633;Cadeia Crítica (Núcleo Cross-UTP: 255, 633)
NUCLEO_8;Cruzeiro do Sul, Rodrigues Alves;4;1;Sim;492;100.0;492;Cadeia Coesa (100% interna)
NUCLEO_80;Castelo do Piauí, São Miguel do Tapuio;5;1;Sim;459;100.0;459;Cadeia Coesa (100% interna)
NUCLEO_81;Cocal, Cocal dos Alves;2;0;Não;643;100.0;643;Cadeia Coesa (100% interna)
NUCLEO_82;Coronel José Dias, São Raimundo Nonato;7;1;Sim;716;100.0;716;Cadeia Coesa (100% interna)
NUCLEO_83;Corrente, Formosa do Rio Preto;3;1;Sim;483;100.0;483;Cadeia Coesa (100% interna)
NUCLEO_84;Curimatá, Júlio Borges;6;0;Não;412;33.3;412, 424, 483;Cadeia Crítica (Núcleo Cross-UTP: 412, 424)
NUCLEO_85;Esperantina, Morro do Chapéu do Piauí;8;1;Sim;504;100.0;504;Cadeia Coesa (100% interna)
NUCLEO_86;Francinópolis, Várzea Grande;3;1;Sim;753;100.0;753;Cadeia Coesa (100% interna)
NUCLEO_87;Fronteiras, Pio IX;2;0;Não;255;100.0;255;Cadeia Coesa (100% interna)
NUCLEO_88;Geminiano, Picos;29;1;Sim;255;100.0;255;Cadeia Coesa (100% interna)
NUCLEO_89;Gilbués, Monte Alegre do Piauí;4;1;Sim;515;100.0;515;Cadeia Coesa (100% interna)
NUCLEO_9;Epitaciolândia, Xapuri;3;0;Não;137;66.7;137, 282;Cadeia Mista (Dominante: UTP 137)
NUCLEO_90;João Costa, Simplício Mendes;5;0;Não;617;80.0;617, 716;Cadeia Crítica (Núcleo Cross-UTP: 716, 617)
NUCLEO_91;Joca Marques, Luzilândia;4;0;Não;504;100.0;504;Cadeia Coesa (100% interna)
NUCLEO_92;Lagoa do Barro do Piauí, Queimada Nova;2;0;Não;703;50.0;368, 703;Cadeia Crítica (Núcleo Cross-UTP: 703, 368)
NUCLEO_93;Lagoa de São Francisco, Pedro II;6;1;Sim;643;100.0;643;Cadeia Coesa (100% interna)
NUCLEO_94;Luís Correia, Parnaíba;4;1;Sim;NOVA5;100.0;NOVA5;Cadeia Coesa (100% interna)
NUCLEO_95;Marcos Parente, Porto Alegre do Piauí;3;0;Não;109;100.0;109;Cadeia Coesa (100% interna)
NUCLEO_96;Nossa Senhora dos Remédios, Porto;5;0;Não;473;40.0;473, 504, 643;Cadeia Mista (Dominante: UTP 473)
NUCLEO_97;Oeiras, São João da Varjota;10;1;Sim;617;90.0;617, 753;Cadeia Mista (Dominante: UTP 617)
NUCLEO_98;Pimenteiras, Valença do Piauí;5;1;Sim;751;100.0;751;Cadeia Coesa (100% interna)
NUCLEO_99;Piracuruca, São José do Divino;2;0;Não;643;100.0;643;Cadeia Coesa (100% interna)
